Model Info,Accuracy,f1_macro,f1_micro,auc,Loss_1,Loss_2,Loss_3,Loss_4,Loss_5,Loss_6,Loss_7,Loss_8,Loss_9,Loss_10,Loss_11,Loss_12,Loss_13,Loss_14,Loss_15,Loss_16,Loss_17,Loss_18,Loss_19,Loss_20,Loss_21,Loss_22,Loss_23,Loss_24,Loss_25,Loss_26,Loss_27,Loss_28,Loss_29,Loss_30,Loss_31,Loss_32,Loss_33,Loss_34,Loss_35,Loss_36,Loss_37,Loss_38,Loss_39,Loss_40,Loss_41,Loss_42,Loss_43,Loss_44,Loss_45,Loss_46,Loss_47,Loss_48,Loss_49,Loss_50
train_mamba3_2,0.606,0.5823472893648376,0.606,0.838062255988993,1.8363776206970215,0.8763024210929871,0.41069793701171875,0.2276470959186554,0.12939009070396423,0.0797700434923172,0.05067365989089012,0.033517949283123016,0.022132372483611107,0.014671609736979008,0.013806773349642754,0.013256140984594822,0.013695155270397663,0.013164942152798176,0.012215211987495422,0.012460066005587578,0.011621838435530663,0.010724195279181004,0.01174527034163475,0.010996740311384201,0.010574623942375183,0.01210788730531931,0.011358414776623249,0.011403334327042103,0.01101944874972105,0.010860324837267399,0.010936363600194454,0.010803580284118652,0.010960203595459461,0.011388695798814297,0.011528213508427143,0.011038457974791527,0.011523624882102013,0.011170140467584133,0.01213699858635664,0.011224567890167236,0.010940228588879108,0.010968313552439213,0.010654627345502377,0.010657562874257565,0.010895270854234695,0.010812750086188316,0.010604609735310078,0.010854358784854412,0.010530813597142696,0.010737519711256027,0.011763387359678745,0.011581573635339737,0.011133880354464054,0.011317242868244648
val_mamba3_2,0.606,0.5823472893648376,0.606,0.838062255988993,1.4666166305541992,1.2205994129180908,1.1852059364318848,1.1917273998260498,1.256625771522522,1.3386701345443726,1.421088695526123,1.50105881690979,1.5805675983428955,1.5880482196807861,1.5948224067687988,1.6009657382965088,1.6065266132354736,1.6115025281906128,1.6161433458328247,1.6165566444396973,1.6169320344924927,1.6172785758972168,1.6175944805145264,1.6178901195526123,1.6181679964065552,1.6181927919387817,1.618215560913086,1.6182363033294678,1.6182557344436646,1.6182745695114136,1.618292212486267,1.618294358253479,1.6182960271835327,1.6182974576950073,1.6182990074157715,1.6183003187179565,1.6183011531829834,1.6183013916015625,1.6183013916015625,1.618301510810852,1.6183016300201416,1.6183016300201416,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312,1.6183017492294312
train_mamba3_8,0.67,0.6225769635426499,0.67,0.8711413008198158,1.9239115715026855,0.8609106540679932,0.4586755335330963,0.26957568526268005,0.15585805475711823,0.09555093199014664,0.05664217099547386,0.039132531732320786,0.029534468427300453,0.018640978261828423,0.014939514920115471,0.015208815224468708,0.01371806301176548,0.013090251013636589,0.014253322035074234,0.014338193461298943,0.010677311569452286,0.010188397951424122,0.012567635625600815,0.012183036655187607,0.010608161799609661,0.01114258449524641,0.010713104158639908,0.011705839075148106,0.010947953909635544,0.01096272561699152,0.009891490451991558,0.010992413386702538,0.011859238147735596,0.011233847588300705,0.010555064305663109,0.011111423373222351,0.0114780617877841,0.011946114711463451,0.016526957973837852,0.011125781573355198,0.011981225572526455,0.010937095619738102,0.010998443700373173,0.011152082122862339,0.011021613143384457,0.010208740830421448,0.010667248629033566,0.011055589653551579,0.010157976299524307,0.011110367253422737,0.01031460426747799,0.01327328197658062,0.012949901632964611,0.010619090870022774
val_mamba3_8,0.67,0.6225769635426499,0.67,0.8711413008198158,1.5009171962738037,1.1629945039749146,1.1382287740707397,1.0979244709014893,1.1011855602264404,1.1257708072662354,1.2028634548187256,1.2886466979980469,1.3650957345962524,1.448934555053711,1.4549601078033447,1.4579437971115112,1.4594348669052124,1.4606883525848389,1.4621821641921997,1.4641121625900269,1.4643813371658325,1.4646497964859009,1.4649196863174438,1.465153694152832,1.4653866291046143,1.465632677078247,1.4656556844711304,1.4656801223754883,1.4657050371170044,1.4657294750213623,1.4657536745071411,1.4657787084579468,1.4657806158065796,1.4657829999923706,1.4657849073410034,1.4657868146896362,1.4657888412475586,1.4657902717590332,1.465790033340454,1.4657901525497437,1.465790033340454,1.4657903909683228,1.4657901525497437,1.4657903909683228,1.4657905101776123,1.4657905101776123,1.4657906293869019,1.4657906293869019,1.4657906293869019,1.4657906293869019,1.4657906293869019,1.4657903909683228,1.4657903909683228,1.4657903909683228
train_mamba3_32,0.645,0.6028547790130719,0.645,0.8652396474638787,140.8815155029297,53.83845520019531,3.367302417755127,2.1742396354675293,1.9837180376052856,1.5616167783737183,1.0761510133743286,0.7697119116783142,0.6399559378623962,0.5735769867897034,0.5237787365913391,0.4705212414264679,0.40513306856155396,0.3316274583339691,0.2627643644809723,0.20888356864452362,0.1719786822795868,0.14877410233020782,0.13338644802570343,0.11949377506971359,0.10393433272838593,0.08738651871681213,0.07198256999254227,0.07050500065088272,0.06892197579145432,0.0672604888677597,0.06554590910673141,0.06380150467157364,0.062048085033893585,0.0618705116212368,0.061688125133514404,0.061501432210206985,0.06131085008382797,0.0611167773604393,0.060919567942619324,0.060899533331394196,0.06087915599346161,0.060858435928821564,0.06083741411566734,0.060816068202257156,0.060794465243816376,0.06079227849841118,0.060790054500103,0.06078781560063362,0.06078555807471275,0.060783252120018005,0.060780927538871765,0.060780707746744156,0.060780465602874756,0.06078023090958595
val_mamba3_32,0.645,0.6028547790130719,0.645,0.8652396474638787,10.993895530700684,2.1778135299682617,2.5032520294189453,2.4354660511016846,2.2696573734283447,1.941507339477539,1.6880804300308228,1.5573337078094482,1.470961093902588,1.4067776203155518,1.3498263359069824,1.2900853157043457,1.2262033224105835,1.1637083292007446,1.113197684288025,1.085732102394104,1.0868757963180542,1.1131255626678467,1.1539764404296875,1.198544979095459,1.2404898405075073,1.2781317234039307,1.2813022136688232,1.2837507724761963,1.2855616807937622,1.286820411682129,1.2876085042953491,1.2880042791366577,1.2880059480667114,1.2879688739776611,1.2878963947296143,1.2877917289733887,1.2876578569412231,1.287497639656067,1.2874791622161865,1.2874583005905151,1.2874351739883423,1.287410020828247,1.2873828411102295,1.2873542308807373,1.287351369857788,1.2873480319976807,1.2873448133468628,1.2873411178588867,1.2873377799987793,1.2873340845108032,1.287333607673645,1.287333369255066,1.2873327732086182,1.28733229637146
train_mamba3_2,0.6732032480911405,0.665435304886803,0.6732032480911405,0.8590052336117603,1.166205883026123,0.8224599361419678,0.6908407807350159,0.4512276351451874,0.301472544670105,0.2459591031074524,0.19960354268550873,0.13301075994968414,0.09431945532560349,0.08100955188274384,0.05853085219860077,0.0529448427259922,0.025489667430520058,0.02021062560379505,0.015364889055490494,0.010841957293450832,0.010509136132895947,0.008156415075063705,0.008484510704874992,0.008003061637282372,0.00968777947127819,0.00833564717322588,0.007617449853569269,0.007604537066072226,0.007735602091997862,0.010064090602099895,0.007495179306715727,0.005917548667639494,0.010933504439890385,0.007263749837875366,0.006357633043080568,0.008237208239734173,0.009045694023370743,0.006410176400095224,0.008635342121124268,0.006438579875975847,0.007560044061392546,0.006964665837585926,0.007489401381462812,0.0065105268731713295,0.00816294364631176,0.009733716957271099,0.007635058835148811,0.009574123658239841,0.00702886376529932,0.008804252371191978,0.008690931834280491,0.00999698881059885,0.008175295777618885,0.007765177171677351
val_mamba3_2,0.6732032480911405,0.665435304886803,0.6732032480911405,0.8590052336117603,1.0542982816696167,0.8290055841207504,0.7066600769758224,0.6529476493597031,0.6946808248758316,0.7050746083259583,0.6575259268283844,0.6005897670984268,0.6003606468439102,0.6194366961717606,0.6138936430215836,0.6534664034843445,0.6757257729768753,0.7206191718578339,0.7339150458574295,0.7634642720222473,0.7335071116685867,0.7411351948976517,0.7816494554281235,0.7866713851690292,0.7406073361635208,0.7847169637680054,0.7584257125854492,0.7286742776632309,0.7464825958013535,0.7521561682224274,0.7588329762220383,0.8002872616052628,0.745260700583458,0.7588260322809219,0.773369774222374,0.7990941256284714,0.7917136549949646,0.7791443318128586,0.7906284034252167,0.7778145223855972,0.7553953528404236,0.7680476605892181,0.7563740760087967,0.7605001777410507,0.78268001973629,0.7608988583087921,0.748092919588089,0.7614326775074005,0.7797535359859467,0.7660646438598633,0.7924889177083969,0.8089439421892166,0.7564311921596527,0.7755053490400314
train_mamba3_8,0.6545315241837819,0.655679639287154,0.6545315241837819,0.8228829368588331,1.1861463785171509,0.7151076197624207,0.8722155690193176,0.41037121415138245,0.43540841341018677,0.29427453875541687,0.20129357278347015,0.16195467114448547,0.14656832814216614,0.12467886507511139,0.07046521455049515,0.06303281337022781,0.04257844761013985,0.03279615193605423,0.03496887534856796,0.03543909639120102,0.029151204973459244,0.03241247683763504,0.029017655178904533,0.026002053171396255,0.032216329127550125,0.03309116140007973,0.026447126641869545,0.02834940329194069,0.024445852264761925,0.02791905403137207,0.027125265449285507,0.02286044880747795,0.023979146033525467,0.028542673215270042,0.03103535622358322,0.023355726152658463,0.02937387302517891,0.0309595987200737,0.029776139184832573,0.029950063675642014,0.027903379872441292,0.03509406000375748,0.024502450600266457,0.02289307676255703,0.0328238382935524,0.028364963829517365,0.023874398320913315,0.02763824351131916,0.02650369517505169,0.022353284060955048,0.02881220541894436,0.028422193601727486,0.02916974201798439,0.023744430392980576
val_mamba3_8,0.6545315241837819,0.655679639287154,0.6545315241837819,0.8228829368588331,0.9601186364889145,1.1048550009727478,0.8402597606182098,1.0360002368688583,0.8711048811674118,0.6990458816289902,0.6893829256296158,0.6918400526046753,0.7135485410690308,0.7069209963083267,0.7135306745767593,0.7532436847686768,0.7567348480224609,0.7793532162904739,0.778949186205864,0.8016907870769501,0.7969612628221512,0.7453615814447403,0.7745605856180191,0.7753636389970779,0.8187159895896912,0.789805144071579,0.7932218313217163,0.7679897993803024,0.7904432117938995,0.8083722293376923,0.7733453661203384,0.7958763539791107,0.7887517660856247,0.7486343681812286,0.8032085448503494,0.7887718081474304,0.7528955787420273,0.7755385488271713,0.7683031857013702,0.7733568996191025,0.7680339366197586,0.7693377733230591,0.7408150732517242,0.7503756880760193,0.8172310292720795,0.7774265855550766,0.7844911515712738,0.7865443676710129,0.7873528152704239,0.7558470964431763,0.759156197309494,0.7644909024238586,0.7801456600427628,0.7655071169137955
